,fe1ea8ce-193d-42da-8ff8-62d0522abe8c,2c179244-8bf2-4772-8940-97d8cb347fda,202ac868-0e26-4d2e-8712-649eeb8c73d8,67c448b6-1d2c-477c-8a86-20e356d3c3fe,29ccea15-fe1f-4416-aa19-24af34f5513c,5504ff3c-686b-46c5-be4d-abdc7720857a,10c4d62f-60c4-487e-bf0a-9d01a0f3e97e,b19edbeb-0d44-4c12-9a79-007efa81dcbf,cca8a6f1-b61f-4b17-b153-6eee8f2a1403,5c0758f1-971d-4aee-8862-a70c9a5330cf,52647f9e-b0b0-4f6b-b2ab-ff93212a5efc,e91a7e6a-ac4e-4c8d-b83c-ce778f7e240e,0bf6834d-ea67-4304-8a20-23a3b230bf76,c0be8024-ec7d-4660-9e45-4338623a898c,82548928-c387-4af6-8a38-733e9a0d7224,30ed6902-4937-42c6-bc3f-49b433ad7dbd,27101ebb-ba5d-45d9-9077-cdaca18a7485,89fbe591-4dd4-4975-892e-180305fdffc5,75f72d0c-126e-40b2-ba6e-17f2240665d2,746b8255-7b99-4a5e-b641-385af537db10,15f53c31-772d-4c98-86da-bb5f9b5cb3cd,3b72890e-1833-47a5-a62c-ffa15d368e4f,f6daad1c-94e8-46f2-b229-c913435e57dc,794fcbf6-cb65-4e9d-889c-acf2110db7a8,740a6d91-7f20-47be-a48e-7aeb657ade4e,ff6d2613-031f-4af3-8540-1807d18fe31b,8c7e1f14-5cce-44a0-af41-6e41d46c83ee,fa28540b-d238-4398-8cea-0c5280515e09,202da7da-224c-4054-96ef-070d53d31087,6a831ba8-b607-467b-88de-a889beecad0c,604746d6-5f50-4743-bf26-ec4f4f10be2f,c47fa8e5-b0ba-425a-8068-c8153dbfc911,68b92187-69c0-4e73-aa69-0557299f1282,6ec35d03-77ec-4606-921e-bdcc09976d98,697fa9df-3a8f-4e77-a0ee-d3c1bfe358f6,d8985c74-76e9-4456-b552-4aec8739a898,e0d4baf4-20e5-4d88-9561-c3f263e72688,a6865dd6-904e-4966-b18b-4e3888069400,2c3bc4b4-0157-4ae9-98cd-945918743e8d,432b981d-6e9d-41c6-ba40-204249266a5b
7c99195e-ee76-485a-b098-2c87968f2d54,25, 18, 15, 23, 15, 3, 2, 5, 3, 1, 8, 7, 8, 11, 6, 2, 6, 17, 17, 13,25, 18, 15, 23, 15, 3, 2, 5, 3, 1, 8, 7, 8, 11, 6, 2, 6, 17, 17, 13
79badcfe-6a34-43be-b395-24ad149dae92,-10,1000,-30,-100,-5,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,1000,-30,-100,-5,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000
f931f04d-1f77-4a1e-9fab-0db3729ac626,-100,-30,1000,-10,1000,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,1000,-5,1000,1000,-100,-30,1000,-10,1000,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,1000,-5,1000,1000
5e6926ea-8270-4ab7-bd14-57a09b9109ba,-10,-100,0,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,1000,1000,1000,1000,-10,-100,0,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,1000,1000,1000,1000
0ab5de54-0403-4dc3-ab6d-c3d73633da5d,-100,0,1000,-30,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,-100,0,1000,-30,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10
91d1992b-9ce2-4d5b-ad7c-1ce3077ce4f7,-30,1000,0,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-100,-5,-30,1000,0,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-100,-5
22bd4caf-cd96-4103-8627-b0faff3e8d8e,-100,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,-30,1000,1000,0,1000,-10,-100,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,-30,1000,1000,0,1000,-10
b183a17d-a3f0-44d9-8b00-9a0e3a69908b,-100,-30,1000,-5,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,1000,1000,-10,-100,-30,1000,-5,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,1000,1000,-10
4c5f8308-4b1b-49af-bee7-2db157708b85,-5,-10,1000,-30,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,-100,1000,-5,-10,1000,-30,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,-100,1000
50813c9b-0126-4351-9288-e747416c28ad,-100,1000,1000,1000,-10,1000,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,-30,-100,1000,1000,1000,-10,1000,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,-30
235ab5a6-20c1-480c-9a36-68c1c7f2ad3d,-100,1000,1000,-30,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,-10,1000,-100,1000,1000,-30,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,-10,1000
fe8b9b57-0389-4595-88f9-d9455fa9bb99,1000,-100,-5,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,-30,1000,1000,1000,-10,1000,1000,1000,-100,-5,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,-30,1000,1000,1000,-10,1000,1000
fe7c2a25-4eed-4dae-9731-02d56c69e412,0,1000,-5,1000,1000,1000,1000,1000,-10,1000,1000,-30,1000,1000,1000,1000,1000,1000,-100,1000,0,1000,-5,1000,1000,1000,1000,1000,-10,1000,1000,-30,1000,1000,1000,1000,1000,1000,-100,1000
6858425d-3c52-4a56-ae0e-06638f14be8f,1000,1000,1000,-100,1000,1000,1000,1000,0,1000,-5,1000,-30,1000,1000,1000,1000,-10,1000,1000,1000,1000,1000,-100,1000,1000,1000,1000,0,1000,-5,1000,-30,1000,1000,1000,1000,-10,1000,1000
6d039316-f762-442f-85cd-90d69d8d6fa3,1000,-100,-5,0,-10,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,1000,1000,1000,1000,1000,-100,-5,0,-10,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,1000,1000,1000,1000
c823c84e-2680-4fec-8a30-a46fc4be7792,1000,1000,0,1000,-10,1000,1000,1000,1000,1000,-100,-5,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,0,1000,-10,1000,1000,1000,1000,1000,-100,-5,1000,1000,1000,1000,1000,1000,1000,-30
2b66778a-0e39-4840-8cc8-ef7071e8bd1f,-100,1000,0,1000,1000,1000,1000,-5,-10,1000,1000,1000,1000,-30,1000,1000,1000,1000,1000,1000,-100,1000,0,1000,1000,1000,1000,-5,-10,1000,1000,1000,1000,-30,1000,1000,1000,1000,1000,1000
e791a9fc-1d62-457b-89b9-96c90a8251b0,0,1000,1000,1000,-5,1000,1000,1000,1000,1000,1000,-10,1000,1000,1000,1000,1000,-100,1000,-30,0,1000,1000,1000,-5,1000,1000,1000,1000,1000,1000,-10,1000,1000,1000,1000,1000,-100,1000,-30
8284cae6-dd10-4161-a950-a59c73adcaf0,-10,1000,1000,1000,-100,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,0,1000,-5,1000,-10,1000,1000,1000,-100,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,0,1000,-5,1000
e6abaad4-35e5-4fa8-8824-cb531199cd81,-10,1000,0,1000,1000,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,-100,1000,1000,-10,1000,0,1000,1000,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,-100,1000,1000
230f6e8a-9313-4786-9e30-46b6ee1c1c6b,-100,1000,-30,1000,1000,1000,1000,1000,1000,1000,0,-10,1000,1000,1000,1000,1000,1000,1000,-5,-100,1000,-30,1000,1000,1000,1000,1000,1000,1000,0,-10,1000,1000,1000,1000,1000,1000,1000,-5
374d90fe-8381-4011-a69c-0ecd58a184d8,-10,1000,-30,-5,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-100,1000,1000,1000,-10,1000,-30,-5,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-100,1000,1000,1000
88b3e86c-1d3f-4a1e-8072-e6389235bea9,-10,1000,1000,-5,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,0,1000,1000,1000,1000,-100,-10,1000,1000,-5,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,0,1000,1000,1000,1000,-100
04050559-99c4-42ab-bca9-ccccfa180007,-30,-5,-100,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,1000,1000,1000,0,1000,1000,-30,-5,-100,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,1000,1000,1000,0,1000,1000
ca03ad4b-8309-4c55-9fed-f39e2e5b73d8,-30,-5,1000,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,-100,1000,1000,1000,1000,1000,0,-30,-5,1000,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,-100,1000,1000,1000,1000,1000,0
f38c0d37-7058-4b4c-9890-66359019e3c7,-30,1000,1000,1000,1000,1000,1000,-5,1000,1000,-10,0,1000,1000,1000,1000,1000,-100,1000,1000,-30,1000,1000,1000,1000,1000,1000,-5,1000,1000,-10,0,1000,1000,1000,1000,1000,-100,1000,1000
06a17871-f229-47e8-8313-f754af9ea0b8,1000,-5,1000,1000,-30,1000,1000,1000,1000,1000,1000,1000,-10,0,1000,1000,1000,1000,-100,1000,1000,-5,1000,1000,-30,1000,1000,1000,1000,1000,1000,1000,-10,0,1000,1000,1000,1000,-100,1000
38fa4e73-143e-4bcd-be73-ff11fb2367fc,0,-30,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-100,-5,0,-30,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-100,-5
1b301548-d634-4d1a-8a5b-d26f4616e53f,1000,1000,-100,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,-10,1000,-5,1000,1000,1000,-100,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,-10,1000,-5,1000
d5dafd7a-e27e-4ad7-a5ec-ad7c663de220,-100,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,-5,1000,1000,1000,1000,1000,1000,-30,-10,-100,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,-5,1000,1000,1000,1000,1000,1000,-30,-10
b662f855-2918-46bd-86c7-4b7c545f7baf,1000,-30,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,-10,-100,1000,1000,-30,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,-10,-100,1000
b81ee352-7db7-4378-be9b-55c7f44bf524,1000,-30,-100,1000,1000,1000,-5,1000,1000,0,1000,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,-30,-100,1000,1000,1000,-5,1000,1000,0,1000,1000,-10,1000,1000,1000,1000,1000,1000,1000
b6d22350-fc4e-4a14-b8f7-088d266e25a9,0,1000,1000,-30,1000,1000,1000,1000,1000,1000,-10,1000,1000,1000,1000,1000,1000,-100,1000,-5,0,1000,1000,-30,1000,1000,1000,1000,1000,1000,-10,1000,1000,1000,1000,1000,1000,-100,1000,-5
39460e39-2420-4605-b239-57ef36b31d3c,1000,1000,-10,1000,-100,1000,1000,1000,1000,1000,1000,1000,0,-30,1000,1000,1000,-5,1000,1000,1000,1000,-10,1000,-100,1000,1000,1000,1000,1000,1000,1000,0,-30,1000,1000,1000,-5,1000,1000
ec6b8d2a-676c-48bf-a353-a84776bc6408,-100,1000,1000,0,-30,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,1000,-10,1000,-100,1000,1000,0,-30,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,1000,-10,1000
903eebc9-909a-434d-8a41-8268fec727e0,1000,1000,1000,-30,1000,1000,0,1000,1000,1000,1000,-10,1000,1000,-5,1000,1000,1000,-100,1000,1000,1000,1000,-30,1000,1000,0,1000,1000,1000,1000,-10,1000,1000,-5,1000,1000,1000,-100,1000
92bd568e-5478-4d59-9cdd-a26004b5b8c4,1000,-100,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,1000,1000,1000,-30,1000,1000,1000,-100,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,1000,1000,1000,-30,1000,1000
8c147468-1cab-4c7f-a990-9a13a60443b2,-100,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,0,1000,1000,-30,1000,-10,-100,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,0,1000,1000,-30,1000,-10
f4c8d8be-2412-4f62-a587-5014b9f1e133,-30,1000,1000,-100,-10,1000,1000,1000,0,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,-30,1000,1000,-100,-10,1000,1000,1000,0,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000
5a296e0d-17ef-49b3-884f-3379e51bf0d4,-30,1000,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,-100,1000,1000,1000,0,1000,1000,-30,1000,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,-100,1000,1000,1000,0,1000,1000
b6134f38-4edf-4b8b-9f9a-68243fe7533e,1000,-100,0,-30,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,1000,1000,1000,1000,-5,1000,-100,0,-30,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,1000,1000,1000,1000,-5
59ece683-f2c6-4bad-8661-cb53dee574d5,-100,1000,-30,1000,-10,1000,1000,-5,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,1000,-100,1000,-30,1000,-10,1000,1000,-5,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,1000
8eb13d1b-1022-4f57-8cc2-8c50b1d9da19,1000,1000,1000,-100,-5,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,1000,1000,1000,-10,0,1000,1000,1000,-100,-5,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,1000,1000,1000,-10,0
30b019af-fe4a-4abf-a8a8-5bcef605ab35,-30,-100,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,-5,1000,1000,1000,-10,1000,1000,-30,-100,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,-5,1000,1000,1000,-10,1000,1000
39af12ea-5801-44b3-8714-4c4439a1bd23,1000,1000,1000,-100,1000,1000,1000,1000,1000,1000,1000,0,-5,1000,1000,1000,-10,1000,-30,1000,1000,1000,1000,-100,1000,1000,1000,1000,1000,1000,1000,0,-5,1000,1000,1000,-10,1000,-30,1000
ae0aeb9a-ab59-4cc6-996a-05e6ed64b374,-100,-10,0,1000,-30,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,1000,1000,1000,1000,-100,-10,0,1000,-30,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,1000,1000,1000,1000
25f86b6f-de97-4c67-82c7-8ce42da5ef1f,-10,1000,1000,-100,-5,1000,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,-10,1000,1000,-100,-5,1000,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000
e5377dd4-520c-4a55-9620-500d2fd5c071,-100,-10,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,-30,1000,1000,1000,1000,1000,0,-100,-10,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,-30,1000,1000,1000,1000,1000,0
9262d887-ade5-4d41-a981-265acd595c67,1000,1000,1000,-100,1000,1000,1000,1000,1000,0,1000,1000,-10,1000,1000,-5,-30,1000,1000,1000,1000,1000,1000,-100,1000,1000,1000,1000,1000,0,1000,1000,-10,1000,1000,-5,-30,1000,1000,1000
09b254e7-9dd6-423d-98a5-ec06b0933db7,1000,1000,1000,1000,0,-30,1000,1000,-5,1000,1000,1000,1000,1000,-10,1000,-100,1000,1000,1000,1000,1000,1000,1000,0,-30,1000,1000,-5,1000,1000,1000,1000,1000,-10,1000,-100,1000,1000,1000
3e915ffa-606b-44d8-a8fd-64e6add3fcf7,1000,1000,1000,1000,-5,1000,1000,1000,1000,1000,-10,-30,1000,1000,1000,1000,1000,1000,0,-100,1000,1000,1000,1000,-5,1000,1000,1000,1000,1000,-10,-30,1000,1000,1000,1000,1000,1000,0,-100
e4aa8531-c3d7-4dfc-95bd-e92320a4b9a0,1000,1000,1000,-100,1000,-30,1000,1000,1000,1000,1000,-10,1000,0,1000,1000,1000,1000,-5,1000,1000,1000,1000,-100,1000,-30,1000,1000,1000,1000,1000,-10,1000,0,1000,1000,1000,1000,-5,1000
0157a60c-48de-4532-a21f-aa055ac77787,-5,-100,1000,-30,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,1000,1000,-5,-100,1000,-30,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,1000,1000
62cdc1fe-f4d3-4cab-b817-594eee0a7d86,-100,-30,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,1000,1000,1000,1000,0,-10,-100,-30,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,1000,1000,1000,1000,0,-10
ee1994fd-5570-4137-923d-9849aafaf89e,-10,1000,1000,1000,1000,-5,1000,0,1000,1000,1000,1000,-30,1000,1000,1000,1000,-100,1000,1000,-10,1000,1000,1000,1000,-5,1000,0,1000,1000,1000,1000,-30,1000,1000,1000,1000,-100,1000,1000
fe754d43-c282-4e2e-8114-013a76ce19f9,1000,-5,1000,-30,0,1000,1000,1000,1000,1000,1000,1000,-10,1000,1000,1000,1000,1000,-100,1000,1000,-5,1000,-30,0,1000,1000,1000,1000,1000,1000,1000,-10,1000,1000,1000,1000,1000,-100,1000
accdfa7c-ecc3-4d56-a94a-b0025fb4dc38,-5,1000,1000,0,1000,1000,1000,1000,1000,1000,1000,-10,1000,1000,-100,1000,1000,-30,1000,1000,-5,1000,1000,0,1000,1000,1000,1000,1000,1000,1000,-10,1000,1000,-100,1000,1000,-30,1000,1000
ebe76be6-2f63-4fe1-890c-accc1e81d350,1000,-5,1000,-100,0,1000,1000,1000,1000,1000,1000,1000,-30,1000,-10,1000,1000,1000,1000,1000,1000,-5,1000,-100,0,1000,1000,1000,1000,1000,1000,1000,-30,1000,-10,1000,1000,1000,1000,1000
46fd0314-cada-40cb-8606-94c6359086e6,1000,-30,1000,-100,-5,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,-10,1000,1000,-30,1000,-100,-5,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,-10,1000
7caf5e3e-3398-490b-a64d-30600b35f2d4,1000,1000,1000,-100,0,1000,-10,1000,1000,-5,1000,1000,1000,1000,1000,-30,1000,1000,1000,1000,1000,1000,1000,-100,0,1000,-10,1000,1000,-5,1000,1000,1000,1000,1000,-30,1000,1000,1000,1000
79c083cc-e7c5-4217-ad35-70493549bf12,-30,1000,1000,1000,-10,1000,1000,1000,1000,1000,1000,-5,0,1000,1000,1000,1000,1000,-100,1000,-30,1000,1000,1000,-10,1000,1000,1000,1000,1000,1000,-5,0,1000,1000,1000,1000,1000,-100,1000
87c4b63a-5bc7-4554-95b2-69a154f90d36,1000,-30,1000,-5,1000,1000,1000,1000,1000,1000,1000,1000,-10,1000,0,1000,1000,1000,-100,1000,1000,-30,1000,-5,1000,1000,1000,1000,1000,1000,1000,1000,-10,1000,0,1000,1000,1000,-100,1000
506002fb-557d-4b7e-9e44-7310f9a75d3f,-100,-10,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,1000,-5,1000,-30,1000,1000,1000,-100,-10,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,1000,-5,1000,-30,1000,1000,1000
725e0586-33d3-4abe-8152-6243f46f0148,1000,1000,1000,-30,1000,1000,1000,-5,1000,1000,1000,1000,-10,0,1000,1000,1000,1000,-100,1000,1000,1000,1000,-30,1000,1000,1000,-5,1000,1000,1000,1000,-10,0,1000,1000,1000,1000,-100,1000
6cef5d5c-f710-402c-893f-d25454923680,1000,1000,1000,-10,-30,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,1000,1000,-100,-5,1000,1000,1000,-10,-30,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,1000,1000,-100,-5
04d5e6eb-757d-4961-aa4d-f860723a7dd0,1000,1000,-10,-30,1000,1000,1000,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,-100,1000,1000,1000,1000,-10,-30,1000,1000,1000,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,-100,1000,1000
ad8053c3-cfcd-4fb6-8636-58e641eb465b,-5,1000,1000,-10,-100,1000,1000,1000,1000,1000,1000,1000,0,-30,1000,1000,1000,1000,1000,1000,-5,1000,1000,-10,-100,1000,1000,1000,1000,1000,1000,1000,0,-30,1000,1000,1000,1000,1000,1000
e12e9482-5dce-44dd-93b4-ce129773c2c2,1000,0,1000,1000,1000,-30,1000,1000,1000,1000,1000,1000,1000,-10,1000,1000,1000,1000,-100,-5,1000,0,1000,1000,1000,-30,1000,1000,1000,1000,1000,1000,1000,-10,1000,1000,1000,1000,-100,-5
e3de877e-e59d-4439-bcae-0d952f496eda,1000,-5,1000,-100,1000,1000,1000,1000,1000,1000,1000,-30,-10,1000,1000,1000,0,1000,1000,1000,1000,-5,1000,-100,1000,1000,1000,1000,1000,1000,1000,-30,-10,1000,1000,1000,0,1000,1000,1000
9df72df8-3cb2-422d-8184-926636261d74,0,-10,1000,1000,-5,1000,1000,1000,1000,1000,1000,1000,-30,-100,1000,1000,1000,1000,1000,1000,0,-10,1000,1000,-5,1000,1000,1000,1000,1000,1000,1000,-30,-100,1000,1000,1000,1000,1000,1000
bae8203c-b51e-40bd-a22e-59431624e583,1000,1000,1000,1000,1000,1000,1000,-30,-10,1000,1000,1000,1000,1000,1000,1000,1000,0,-5,-100,1000,1000,1000,1000,1000,1000,1000,-30,-10,1000,1000,1000,1000,1000,1000,1000,1000,0,-5,-100
f106ee00-48a5-44dd-937b-d7a2ef44a379,0,-5,-30,-100,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,1000,1000,1000,1000,1000,1000,0,-5,-30,-100,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,1000,1000,1000,1000,1000,1000
41ab75e1-c911-4fc8-b10b-323861bb338d,1000,1000,1000,-100,-10,0,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,-30,1000,1000,1000,1000,-100,-10,0,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,-30,1000
3e2fc79f-6829-4fce-943c-4e1cb2f01eac,-10,-5,-100,1000,1000,1000,1000,1000,0,1000,-30,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,-5,-100,1000,1000,1000,1000,1000,0,1000,-30,1000,1000,1000,1000,1000,1000,1000,1000,1000
7a536da1-141f-4e7b-95ea-6ea8dc3d5f8e,1000,1000,1000,-100,1000,1000,1000,1000,1000,1000,1000,-5,0,1000,1000,1000,1000,1000,-10,-30,1000,1000,1000,-100,1000,1000,1000,1000,1000,1000,1000,-5,0,1000,1000,1000,1000,1000,-10,-30
e35810c2-6158-471c-8b55-150414e0b9e9,1000,0,1000,-100,-30,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,-10,1000,1000,1000,0,1000,-100,-30,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,-10,1000,1000
d5c1a75c-65fa-4955-bdac-0024d1ae7f8b,-100,1000,-30,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,1000,1000,0,-100,1000,-30,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,1000,1000,0
8a1c6d97-3d89-4b19-91ba-f2feaad95eb2,-100,1000,0,-10,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,1000,-30,1000,1000,-100,1000,0,-10,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,1000,-30,1000,1000
d7750417-5d70-4a42-ba4d-aab36905e033,-100,1000,1000,1000,1000,1000,1000,-30,1000,1000,-5,0,1000,1000,1000,1000,1000,1000,1000,-10,-100,1000,1000,1000,1000,1000,1000,-30,1000,1000,-5,0,1000,1000,1000,1000,1000,1000,1000,-10
d40c40c9-03f0-4e68-bf34-93d42cfef4d2,1000,1000,1000,-100,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,-10,1000,0,1000,-30,1000,1000,1000,1000,-100,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,-10,1000,0,1000,-30,1000
7e0c4113-4ca6-424a-ad94-cd1ea145a3a6,1000,-10,-100,0,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,-100,0,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
6b716d11-087c-47af-a68e-b5d7f431d47f,-100,-10,1000,1000,1000,-5,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,-100,-10,1000,1000,1000,-5,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000
f3273d8f-3168-45a5-abfd-1d4d3d7fe424,-10,-30,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,-100,1000,-10,-30,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,-100,1000
a754e424-e453-4866-a95c-0fbe7a6ab0a4,-100,1000,1000,1000,0,1000,1000,-5,1000,1000,-10,1000,1000,1000,1000,1000,1000,-30,1000,1000,-100,1000,1000,1000,0,1000,1000,-5,1000,1000,-10,1000,1000,1000,1000,1000,1000,-30,1000,1000
7c35c9a9-f129-40de-8b0b-b2438d8f3cfb,0,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,-100,-5,0,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,-100,-5
17cc0c5d-cc0a-44cf-a774-62b5b83e0807,-100,1000,1000,0,1000,1000,1000,1000,1000,-5,1000,1000,1000,1000,1000,-10,1000,-30,1000,1000,-100,1000,1000,0,1000,1000,1000,1000,1000,-5,1000,1000,1000,1000,1000,-10,1000,-30,1000,1000
ae486c48-4973-4d7b-bcde-639174fbb3f0,-5,0,-30,1000,-10,1000,1000,1000,1000,1000,1000,-100,1000,1000,1000,1000,1000,1000,1000,1000,-5,0,-30,1000,-10,1000,1000,1000,1000,1000,1000,-100,1000,1000,1000,1000,1000,1000,1000,1000
582434ec-333c-4739-9131-37c703dd2236,1000,-100,0,-10,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,1000,1000,-30,1000,1000,1000,-100,0,-10,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,1000,1000,-30,1000,1000
15eef245-3aae-4894-b15b-fe5977bee9c8,1000,0,-100,-30,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,-10,1000,1000,0,-100,-30,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,-10,1000
